,gpu,cpu,panel_type,size,resolution,refresh_rate,touch_screen,memory_slot,hard_disk_drive,hdmi,displayport,d_sub_vga,thunderbolt,bluetooth,os_bundle,web_camera,optical_drive,fingerprint,body_material,weight,keyboard_backlit,numpad,other_detail,warranty,m2PCIe_slot,m2Combo_slot,m2SATA_slot,mem_size,mem_type,mem_onboard,ssd_size,usbtype_A,usbtype_C,prices
484,Apple M1 Pro 14-Core GPU,Apple M1 Pro 8-Core,IPS,14.2,5939136,120,0,1,no,1,0,0,1,Bluetooth 5.0,macOS,HD,0,1,Aluminium,1.6,yes,no,no,1,1,0,0,16,DDR4,0,512,0,3,73900
485,Apple M1 Pro 16-Core GPU,Apple M1 Pro 10-Core,IPS,16.2,7720704,120,0,1,no,1,0,0,1,Bluetooth 5.0,macOS,HD,0,1,Aluminium,1.68,yes,no,no,1,1,0,0,16,DDR4,0,1000,0,3,96900
486,Apple M1 Pro 16-Core GPU,Apple M1 Pro 10-Core,IPS,16.2,7720704,120,0,1,no,1,0,0,1,Bluetooth 5.0,macOS,HD,0,0,Aluminium,1.68,yes,no,no,1,1,0,0,16,DDR4,0,512,0,3,89900
487,Apple M1 Pro 16-Core GPU,Apple M1 Pro 10-Core,IPS,14.2,5939136,120,0,1,no,1,0,0,1,Bluetooth 5.0,macOS,HD,0,1,Aluminium,1.6,yes,no,no,1,1,0,0,16,DDR4,0,1000,0,3,89900
488,Intel HD Graphics 610,Intel Pentium 4417U,TN,14.0,2073600,60,0,1,yes,1,0,0,0,Bluetooth 4.2,Windows 10,HD,0,0,Plastic,1.5,no,no,no,2,0,0,1,4,DDR4,0,128,1,1,12990
489,Intel HD Graphics 610,Intel Pentium 4417U,TN,14.0,2073600,60,0,1,yes,1,0,0,0,Bluetooth 4.2,Windows 10,HD,0,0,Plastic,1.5,no,no,no,2,0,0,1,4,DDR4,0,128,1,1,12990
490,Intel HD Graphics 610,Intel Pentium Gold 5405U,TN,14.0,2073600,60,1,1,no,1,0,0,0,Bluetooth 4.2,Windows 10,Below HD,0,0,Plastic,1.5,no,no,no,2,1,0,0,4,DDR4,0,256,2,1,13990
491,Intel HD Graphics 620,Intel Core i3-7020U,TN,15.6,2073600,60,0,2,yes,1,0,0,0,Bluetooth 4.1,Windows 10,HD,0,0,Plastic,2.19,no,yes,no,2,1,0,0,4,DDR4,0,0,1,0,15490
492,Intel Iris Plus Graphics G4,Intel Core i3-1000NG4,IPS,13.3,4096000,60,0,1,no,0,0,0,1,Bluetooth 5.0,macOS,HD,0,0,Aluminium,1.29,yes,no,no,1,1,0,0,8,DDR4,1,256,0,2,27900
493,Intel Iris Plus Graphics G4,Intel Core i3-1000NG4,IPS,13.3,4096000,60,0,1,no,0,0,0,1,Bluetooth 5.0,macOS,HD,0,0,Aluminium,1.29,yes,no,no,1,1,0,0,8,DDR4,1,256,0,2,27900
494,Intel Iris Plus Graphics G4,Intel Core i3-1000NG4,IPS,13.3,4096000,60,0,1,no,0,0,0,1,Bluetooth 5.0,macOS,HD,0,0,Aluminium,1.29,yes,no,no,1,1,0,0,8,DDR4,1,256,0,2,27500
495,Intel Iris Plus Graphics G4,Intel Core i3-1000NG4,IPS,13.3,4096000,60,0,1,no,0,0,0,1,Bluetooth 5.0,macOS,HD,0,0,Aluminium,1.29,yes,no,no,1,1,0,0,8,DDR4,1,256,0,2,27500
496,Intel Iris Plus Graphics G4,Intel Core i3-1000NG4,IPS,13.3,4096000,60,0,1,no,0,0,0,1,Bluetooth 5.0,macOS,HD,0,0,Aluminium,1.29,yes,no,no,1,1,0,0,8,DDR4,1,256,0,2,27900
497,Intel Iris Plus Graphics G4,Intel Core i5-1035G4,TN,12.3,4990464,60,1,1,no,0,0,0,0,Bluetooth 5.0,Windows 10,HD,0,0,Aluminium,0.79,yes,no,yes,1,0,1,0,8,LPDDR4x,1,128,1,1,32900
498,Intel Iris Plus Graphics G4,Intel Core i5-1035G4,TN,12.3,4990464,60,1,1,no,0,0,0,0,Bluetooth 5.0,Windows 10,HD,0,0,Aluminium,0.79,yes,no,yes,1,0,1,0,8,LPDDR4x,1,256,1,1,39900
499,Intel Iris Plus Graphics G4,Intel Core i5-1035G4,TN,12.3,4990464,60,1,1,no,0,0,0,0,Bluetooth 5.0,Windows 10,HD,0,0,Aluminium,0.77,yes,no,no,1,0,1,0,8,DDR4,1,128,1,1,40000
500,Intel Iris Plus Graphics G4,Intel Core i5-1035G4,TN,12.3,4990464,60,1,1,no,0,0,0,0,Bluetooth 5.0,Windows 10,HD,0,0,Aluminium,0.77,yes,no,no,1,0,1,0,8,DDR4,1,128,1,1,40000
501,Intel Iris Plus Graphics G4,Intel Core i5-1035G4,IPS,13.3,2073600,60,1,1,no,0,0,0,1,Bluetooth 5.0,Windows 10,FHD,0,1,Aluminium,1.3,yes,no,yes,3,1,0,0,8,DDR4,1,512,1,2,44900
502,Intel Iris Plus Graphics G4,Intel Core i5-1035G4,IPS,13.5,3393024,60,1,1,no,1,0,0,1,Bluetooth 5.0,Windows 10,HD,0,1,Plastic,1.2,no,no,yes,3,1,0,0,8,DDR4,1,512,2,0,29990
503,Intel Iris Plus Graphics G7,Intel Celeron N4020,IPS,15.6,1049088,60,0,1,yes,1,0,0,0,Bluetooth 4.1,Windows 10,Below HD,0,0,Aluminium,1.8,yes,yes,no,2,0,1,0,4,DDR4,0,0,2,1,9490
504,Intel Iris Plus Graphics G7,Intel Core i3-1005G1,IPS,14.0,2073600,60,0,1,no,1,0,0,0,Bluetooth 5.1,Windows 11,HD,0,1,Aluminium,1.24,yes,no,no,1,1,0,0,4,DDR4,0,256,2,2,12990
505,Intel Iris Plus Graphics G7,Intel Core i5-1030NG7,IPS,13.3,4096000,60,0,1,no,0,0,0,1,Bluetooth 5.0,macOS,HD,0,0,Aluminium,1.29,yes,no,no,1,1,0,0,8,DDR4,1,512,0,2,35900
506,Intel Iris Plus Graphics G7,Intel Core i5-1030NG7,IPS,13.3,4096000,60,0,1,no,0,0,0,1,Bluetooth 5.0,macOS,HD,0,0,Aluminium,1.29,yes,no,no,1,1,0,0,8,DDR4,1,512,0,2,35900
507,Intel Iris Plus Graphics G7,Intel Core i5-1030NG7,IPS,13.3,4096000,60,0,1,no,0,0,0,1,Bluetooth 5.0,macOS,HD,0,0,Aluminium,1.29,yes,no,no,1,1,0,0,8,DDR4,1,512,0,2,35900
508,Intel Iris Plus Graphics G7,Intel Core i5-1030NG7,IPS,13.3,4096000,60,0,1,no,0,0,0,1,Bluetooth 5.0,macOS,HD,0,0,Aluminium,1.29,yes,no,no,1,1,0,0,8,DDR4,1,512,0,2,35900
509,Intel Iris Plus Graphics G7,Intel Core i5-1035G1,IPS,13.4,2304000,60,1,1,no,0,0,0,1,Bluetooth 5.0,Windows 10,HD,0,0,Aluminium,1.2,yes,no,yes,3,1,0,0,16,DDR4,1,512,0,2,59900
510,Intel Iris Plus Graphics G7,Intel Core i5-1035G7,IPS,13.5,3393024,60,1,1,no,0,0,0,0,Bluetooth 5.0,Windows 10,HD,0,0,Aluminium,1.26,yes,no,yes,1,1,0,0,8,LPDDR4x,1,128,1,1,34900
511,Intel Iris Plus Graphics G7,Intel Core i5-1035G7,IPS,13.5,3393024,60,1,1,no,1,0,0,0,Bluetooth 5.0,Windows 10,HD,0,0,Aluminium,1.26,yes,no,no,1,1,0,0,8,DDR4,1,128,1,1,32900
512,Intel Iris Plus Graphics G7,Intel Core i5-1035G7,TN,13.5,6000000,60,1,1,no,0,0,0,0,Bluetooth 5.0,Windows 10,Above FHD,0,0,Aluminium,1.9,no,no,no,1,1,0,0,8,DDR4,1,256,2,1,54900
513,Intel Iris Plus Graphics G7,Intel Core i5-1035G7,IPS,13.5,3393024,60,1,1,no,0,0,0,0,Bluetooth 5.0,Windows 10,HD,0,0,Aluminium,1.31,yes,no,no,2,1,0,0,8,DDR4,0,128,1,1,34990
514,Intel Iris Plus Graphics G7,Intel Core i5-1035G7,IPS,13.5,3393024,60,1,1,no,0,0,0,0,Bluetooth 5.0,Windows 10,HD,0,0,Aluminium,1.31,yes,no,no,2,1,0,0,8,DDR4,0,256,1,1,44990
515,Intel Iris Plus Graphics G7,Intel Core i7-1065G7,IPS,14.0,2073600,60,0,1,no,1,0,0,0,Bluetooth 5.1,Windows 11,HD,0,1,Aluminium,1.24,yes,no,no,1,1,0,0,8,LPDDR4x,1,512,2,2,21990
516,Intel Iris Plus Graphics G7,Intel Core i7-1065G7,IPS,14.0,2073600,60,0,1,no,1,0,0,0,Bluetooth 5.1,Windows 10,HD,0,1,Aluminium,1.48,yes,no,yes,1,1,0,0,16,LPDDR4x,1,512,1,1,23000
517,Intel Iris Plus Graphics G7,Intel Core i7-1065G7,TN,12.3,4990464,60,1,1,no,0,0,0,0,Bluetooth 5.0,Windows 10,HD,0,0,Aluminium,0.79,yes,no,yes,1,0,1,0,16,DDR4,0,256,1,1,51900
518,Intel Iris Plus Graphics G7,Intel Core i7-1065G7,IPS,15.6,2073600,60,0,1,no,1,0,0,0,Bluetooth 4.1,Windows 10,Below HD,0,0,Aluminium,1.8,yes,yes,no,2,1,0,0,8,DDR4,1,512,2,1,23900
519,Intel Iris Plus Graphics G7,Intel Core i7-1065G7,IPS,13.5,3393024,60,1,1,no,0,0,0,0,Bluetooth 5.0,Windows 10,HD,0,0,Aluminium,1.31,yes,no,no,1,1,0,0,16,DDR4,0,256,1,1,52900
520,Intel Iris Plus Graphics G7,Intel Core i7-1065G7,IPS,14.0,8294400,60,1,1,no,0,0,0,1,Bluetooth 5.0,Windows 10,HD,0,1,Aluminium,1.35,yes,no,no,3,1,0,0,16,DDR4,0,1000,1,2,59990
521,Intel Iris Plus Graphics G7,Intel Core i7-1065G7,IPS,14.0,8294400,60,0,1,no,1,0,0,0,Bluetooth 5.0,Windows 10,HD,0,0,Aluminium,1.25,yes,yes,no,3,1,0,0,16,DDR4,0,1000,0,3,69900
522,Intel Iris Plus Graphics G7,Intel Core i7-1065G7,IPS,13.3,2073600,60,1,1,no,0,0,0,1,Bluetooth 5.0,Windows 10,FHD,0,1,Aluminium,1.3,yes,no,yes,3,1,0,0,8,DDR4,1,512,1,2,47900
523,Intel Iris Plus Graphics G7,Intel Core i7-1065G7,IPS,13.5,3393024,60,1,1,no,1,0,0,1,Bluetooth 5.0,Windows 10,HD,0,1,Plastic,1.2,no,no,yes,3,1,0,0,16,DDR4,1,1000,2,2,39990
524,Intel Iris Plus Graphics G7,Intel Core i7-1065G7,IPS,13.4,9216000,60,1,1,no,0,0,0,1,Bluetooth 5.0,Windows 10,HD,0,1,Aluminium,1.2,yes,no,no,3,1,0,0,16,DDR4,1,512,0,2,76990
525,Intel Iris Plus Graphics G7,Intel Core i7-1065G7,IPS,15.6,2073600,60,0,1,no,1,0,0,0,Bluetooth 4.2,Windows 10,HD,0,0,Aluminium + Plastic,1.8,yes,yes,no,2,0,1,0,8,DDR4,0,512,2,1,20990
526,Intel Iris Plus Graphics G7,Intel Core i7-1065G7,IPS,14.0,2073600,60,1,1,no,1,0,0,0,Bluetooth 5.0,Windows 10,HD,0,1,Aluminium + Plastic,0.99,yes,no,yes,3,1,0,0,8,DDR4,0,512,1,1,30990
527,Intel Iris Plus Graphics G7,Intel Core i7-1065G7,TN,15.6,2073600,60,0,2,no,1,0,0,0,Bluetooth 4.2,Windows 10,HD,0,0,Plastic,1.74,no,no,no,2,0,0,1,8,DDR4,0,512,2,1,20990
528,Intel Iris Plus Graphics G7,Intel Core i7-1065G7,IPS,13.5,3393024,60,1,1,no,0,0,0,0,Bluetooth 5.0,Windows 10,HD,0,0,Aluminium,1.31,yes,no,no,2,1,0,0,16,DDR4,0,256,1,1,52990
529,Intel Iris Plus Graphics G7,Intel Core i7-1065G7,IPS,14.0,2073600,60,1,1,no,1,0,0,0,Bluetooth 5.0,Windows 10,HD,0,1,Aluminium + Plastic,0.99,yes,no,yes,3,1,0,0,8,DDR4,0,512,1,1,30990
530,Intel Iris Plus Graphics G7,Intel Core i7-1065G7,IPS,13.4,9216000,60,1,1,no,0,0,0,1,Bluetooth 5.0,Windows 10,HD,0,0,Aluminium + Plastic,1.32,yes,no,no,2,1,0,0,16,DDR4,0,512,0,2,89990
531,Intel Iris Plus Graphics G7,Intel Core i7-1165G7,IPS,13.3,2073600,60,1,1,no,0,0,0,1,Bluetooth 5.0,Windows 10,FHD,0,0,Aluminium,1.3,yes,no,no,3,1,0,0,16,DDR4,1,1000,1,2,55990
532,Intel Iris Xe Graphics G7,AMD Ryzen 3 5300U,IPS,14.0,2073600,60,0,2,no,1,0,0,0,Bluetooth 5.2,DOS Operating System,HD,0,0,Aluminium,1.38,yes,no,no,3,1,0,0,4,DDR4,0,256,2,1,15990
533,Intel Iris Xe Graphics G7,Intel Core i3-1115G4,IPS,14.0,2073600,60,0,2,no,1,0,0,0,Bluetooth 5.1,Windows 10,HD,0,0,Aluminium + Plastic,1.3,yes,no,no,1,1,0,0,8,DDR4,0,512,2,1,19990
534,Intel Iris Xe Graphics G7,Intel Core i3-1115G4,IPS,14.0,2073600,60,0,2,no,1,0,0,0,Bluetooth 5.1,Windows 10,HD,0,0,Aluminium + Plastic,1.3,yes,no,no,1,1,0,0,8,DDR4,0,256,2,1,19990
535,Intel Iris Xe Graphics G7,Intel Core i5-11300H,IPS,14.4,3840000,120,1,1,no,0,0,0,1,Bluetooth 5.1,Windows 11,HD,0,0,Aluminium,0.89,yes,no,yes,1,0,1,0,16,LPDDR4x,1,512,0,2,63900
536,Intel Iris Xe Graphics G7,Intel Core i5-11300H,IPS,14.4,3840000,120,1,1,no,0,0,0,1,Bluetooth 5.1,Windows 11,HD,0,0,Aluminium,0.89,yes,no,yes,1,0,1,0,16,LPDDR4x,1,256,0,2,56590
537,Intel Iris Xe Graphics G7,Intel Core i5-11300H,IPS,15.6,2073600,60,0,2,no,1,0,0,0,Bluetooth 5.1,Windows 10,HD,0,0,Aluminium,1.75,yes,yes,yes,2,1,0,0,8,DDR4,0,512,2,1,31990
538,Intel Iris Xe Graphics G7,Intel Core i5-11300H,IPS,15.6,2073600,60,0,2,no,1,0,0,0,Bluetooth 5.1,Windows 10,HD,0,0,Aluminium,1.75,yes,yes,yes,2,1,0,0,8,DDR4,0,512,2,1,31990
539,Intel Iris Xe Graphics G7,Intel Core i5-11300H,IPS,14.2,4233600,90,1,2,no,1,0,0,0,Bluetooth 5.1,Windows 10,HD,0,1,Aluminium,1.49,yes,no,no,2,1,0,0,8,LPDDR4x,1,512,1,2,40990
540,Intel Iris Xe Graphics G7,Intel Core i5-11300H,IPS,14.2,4233600,90,1,2,no,1,0,0,0,Bluetooth 5.1,Windows 10,HD,0,1,Aluminium,1.49,yes,no,no,2,1,0,0,8,LPDDR4x,1,512,1,2,40990
541,Intel Iris Xe Graphics G7,Intel Core i5-11300H,OLED,15.6,2073600,60,0,2,no,1,0,0,1,Bluetooth 5.0,Windows 10,HD,0,0,Aluminium + Plastic,1.65,yes,yes,yes,2,0,0,1,8,DDR4,1,512,2,1,28990
542,Intel Iris Xe Graphics G7,Intel Core i5-11300H,OLED,15.6,2073600,60,0,2,no,1,0,0,1,Bluetooth 5.0,Windows 10,HD,0,0,Aluminium + Plastic,1.65,yes,yes,yes,2,0,0,1,8,DDR4,1,512,2,1,28990
543,Intel Iris Xe Graphics G7,Intel Core i5-11300H,IPS,14.0,2073600,60,0,1,no,1,0,0,0,Bluetooth 5.1,Windows 10,HD,0,0,Aluminium + Plastic,1.46,yes,no,yes,2,1,0,0,8,DDR4,0,512,2,1,29690
544,Intel Iris Xe Graphics G7,Intel Core i5-11300H,IPS,14.0,2073600,60,0,2,no,1,0,0,0,Bluetooth 5.1,Windows 10,HD,0,0,Aluminium + Plastic,1.5,yes,no,yes,2,1,0,0,8,DDR4,0,512,2,1,29690
545,Intel Iris Xe Graphics G7,Intel Core i5-11300H,IPS,16.1,2073600,60,0,1,no,1,0,0,0,Bluetooth 5.1,Windows 10,HD,0,1,Aluminium Alloy,1.75,yes,no,no,2,1,0,0,8,LPDDR4x,1,512,2,1,25900
546,Intel Iris Xe Graphics G7,Intel Core i5-1130G7,IPS,14.0,2073600,60,1,1,no,0,0,0,1,Bluetooth 5.0,Chrome OS,HD,0,0,Plastic,1.4,yes,no,yes,3,1,0,0,8,LPDDR4x,1,512,1,2,30000
547,Intel Iris Xe Graphics G7,Intel Core i5-11320H,IPS,13.3,4096000,60,0,1,no,1,0,0,1,Bluetooth 5.1,Windows 10,HD,0,0,Aluminium,1.28,yes,no,yes,2,1,0,0,8,LPDDR4x,1,512,1,2,32990
548,Intel Iris Xe Graphics G7,Intel Core i5-11320H,IPS,15.6,2073600,60,0,2,no,1,0,0,0,Bluetooth 5.1,Windows 10,HD,0,0,Aluminium,1.75,yes,yes,yes,2,1,0,0,8,DDR4,0,512,2,1,33400
549,Intel Iris Xe Graphics G7,Intel Core i5-11320H,IPS,15.6,2073600,60,0,2,no,1,0,0,0,Bluetooth 5.1,Windows 10,HD,0,0,Aluminium,1.75,yes,yes,yes,2,1,0,0,8,DDR4,0,512,2,1,33400
550,Intel Iris Xe Graphics G7,Intel Core i5-11320H,IPS,14.0,2073600,60,0,1,no,1,0,0,0,Bluetooth 5.1,Windows 10,HD,0,0,Aluminium + Plastic,1.46,yes,no,yes,2,1,0,0,8,DDR4,0,512,2,1,31990
551,Intel Iris Xe Graphics G7,Intel Core i5-11320H,IPS,14.0,2073600,60,0,2,no,1,0,0,0,Bluetooth 5.1,Windows 10,HD,0,0,Aluminium + Plastic,1.5,yes,no,yes,2,1,0,0,8,DDR4,0,512,2,1,31990
552,Intel Iris Xe Graphics G7,Intel Core i5-1135G7,IPS,14.0,2073600,60,0,2,no,1,0,0,1,Bluetooth 5.0,Windows 11,HD,0,0,Aluminium,1.36,yes,no,yes,3,1,0,0,8,DDR4,1,512,2,2,31990
553,Intel Iris Xe Graphics G7,Intel Core i5-1135G7,IPS,13.3,2073600,60,1,1,no,0,0,0,1,Bluetooth 5.0,Windows 10,HD,0,1,Aluminium,1.33,yes,no,yes,2,1,0,0,8,DDR4,1,512,2,1,30990
554,Intel Iris Xe Graphics G7,Intel Core i5-1135G7,IPS,12.4,1572864,120,1,1,no,0,0,0,0,Bluetooth 5.1,Windows 11,HD,0,0,Aluminium,1.12,yes,no,yes,1,1,0,0,8,LPDDR4x,1,128,1,1,26900
555,Intel Iris Xe Graphics G7,Intel Core i5-1135G7,IPS,12.4,1572864,120,1,1,no,0,0,0,0,Bluetooth 5.1,Windows 11,HD,0,0,Aluminium,1.12,yes,no,yes,1,1,0,0,8,LPDDR4x,1,256,1,1,29900
556,Intel Iris Xe Graphics G7,Intel Core i5-1135G7,IPS,14.0,2073600,60,0,2,no,1,0,0,1,Bluetooth 5.2,Windows 10,HD,0,1,Magnesium Alloy,1.53,yes,no,no,3,1,0,0,8,DDR4,1,512,2,2,42990
557,Intel Iris Xe Graphics G7,Intel Core i5-1135G7,TN,14.0,1049088,60,0,2,no,1,0,0,0,Bluetooth 5.0,DOS Operating System,Below HD,0,0,Plastic,1.6,no,no,no,1,1,1,0,8,DDR4,1,256,1,1,16990
558,Intel Iris Xe Graphics G7,Intel Core i5-1135G7,IPS,14.0,2073600,60,0,2,no,1,0,0,1,Bluetooth 5.1,Windows 10,HD,0,0,Aluminium,1.36,yes,no,no,3,1,0,0,16,LPDDR4,1,512,1,2,48990
559,Intel Iris Xe Graphics G7,Intel Core i5-1135G7,IPS,15.6,2073600,60,0,2,no,1,0,1,0,Bluetooth 5.2,Endless OS,HD,0,1,Aluminium Alloy,1.73,yes,no,no,3,1,1,0,8,DDR4,1,256,1,1,17990
560,Intel Iris Xe Graphics G7,Intel Core i5-1135G7,IPS,14.0,2073600,60,0,2,no,1,0,0,1,Bluetooth 5.0,DOS Operating System,HD,0,1,Aluminium,1.4,no,no,no,1,0,2,0,8,DDR4,1,256,2,1,20990
561,Intel Iris Xe Graphics G7,Intel Core i5-1135G7,IPS,14.0,2073600,60,0,2,no,1,0,0,0,Bluetooth 5.0,Windows 11,HD,0,0,Plastic,1.5,no,no,yes,2,2,0,0,8,DDR4,1,512,1,0,19990
562,Intel Iris Xe Graphics G7,Intel Core i5-1135G7,IPS,15.6,2073600,60,0,2,no,1,0,0,1,Bluetooth 5.1,Windows 10,HD,0,0,Aluminium + Plastic,1.6,yes,no,no,2,2,0,0,8,DDR4,0,512,3,1,18990
563,Intel Iris Xe Graphics G7,Intel Core i5-1135G7,IPS,15.6,2073600,60,0,2,no,1,0,0,0,Bluetooth 5.1,Windows 11,HD,0,1,Plastic,1.65,yes,yes,yes,2,0,2,0,8,DDR4,1,512,1,1,22490
564,Intel Iris Xe Graphics G7,Intel Core i5-1135G7,IPS,14.0,2073600,60,0,2,no,1,0,0,1,Bluetooth 5.0,Windows 11,HD,0,0,Aluminium + Plastic,0.98,yes,yes,yes,3,1,0,0,8,LPDDR4x,1,512,1,2,32990
565,Intel Iris Xe Graphics G7,Intel Core i5-1135G7,IPS,15.6,2073600,60,0,2,no,1,0,0,0,Bluetooth 5.0,Windows 11,HD,0,0,Plastic,1.7,no,yes,yes,2,1,0,0,8,DDR4,1,512,1,0,21990
566,Intel Iris Xe Graphics G7,Intel Core i5-1135G7,IPS,14.0,2073600,60,1,2,no,1,0,0,0,Bluetooth 5.2,Windows 11,HD,0,1,Plastic,1.5,yes,no,no,2,1,0,0,16,DDR4,0,512,2,1,32990
567,Intel Iris Xe Graphics G7,Intel Core i5-1135G7,IPS,14.0,2073600,60,0,2,no,1,0,0,0,Bluetooth 5.1,Windows 11,HD,0,1,Aluminium,1.39,yes,yes,yes,2,0,2,0,8,DDR4,1,512,2,1,23990
568,Intel Iris Xe Graphics G7,Intel Core i5-1135G7,IPS,15.6,2073600,60,0,2,no,1,0,0,0,Bluetooth 5.1,Windows 11,HD,0,1,Aluminium + Plastic,1.66,yes,yes,yes,2,0,2,0,8,DDR4,1,512,2,1,26490
569,Intel Iris Xe Graphics G7,Intel Core i5-1135G7,IPS,15.6,2073600,60,0,1,no,1,0,0,0,Bluetooth 5.1,Windows 11,HD,0,1,Aluminium,1.56,no,no,no,1,1,0,0,8,DDR4,0,256,2,1,22990
570,Intel Iris Xe Graphics G7,Intel Core i5-1135G7,IPS,14.0,2073600,60,0,1,no,1,0,0,0,Bluetooth 5.1,Windows 11,HD,0,1,Aluminium Alloy,1.38,yes,no,no,1,1,0,0,8,DDR4,0,512,1,1,24990
571,Intel Iris Xe Graphics G7,Intel Core i5-1135G7,TN,14.0,2073600,60,0,2,yes,1,0,0,0,Bluetooth 5.1,Windows 10,HD,0,0,Aluminium,1.52,yes,no,no,3,0,2,0,8,DDR4,0,256,1,1,33490
572,Intel Iris Xe Graphics G7,Intel Core i5-1135G7,IPS,14.0,2073600,60,0,2,no,1,0,0,0,Bluetooth 5.1,Windows 11,HD,0,1,Aluminium,1.38,yes,no,no,1,1,0,0,16,DDR4,0,512,1,1,27990
573,Intel Iris Xe Graphics G7,Intel Core i5-1135G7,IPS,15.6,2073600,60,0,1,no,1,0,0,0,Bluetooth 5.1,Windows 11,HD,0,1,Aluminium,1.56,no,no,no,1,1,0,0,8,DDR4,0,512,2,1,24990
574,Intel Iris Xe Graphics G7,Intel Core i5-1135G7,TN,15.6,2073600,60,0,2,yes,1,0,0,0,Bluetooth 5.1,Windows 10,HD,0,0,Aluminium,1.79,yes,yes,no,3,0,2,0,8,DDR4,0,256,1,1,32900
575,Intel Iris Xe Graphics G7,Intel Core i5-1135G7,TN,14.0,2073600,60,0,2,no,1,0,0,0,Bluetooth 5.1,Windows 10,HD,0,0,Aluminium,1.52,yes,no,no,3,0,2,0,8,DDR4,0,512,1,1,32990
576,Intel Iris Xe Graphics G7,Intel Core i5-1135G7,IPS,13.3,2073600,60,0,1,no,1,0,0,0,Bluetooth 5.0,Windows 11,HD,0,0,Magnesium Alloy,0.99,yes,no,yes,3,1,0,0,16,LPDDR4x,1,512,2,2,35990
577,Intel Iris Xe Graphics G7,Intel Core i5-1135G7,TN,14.0,2073600,60,0,2,no,1,0,0,0,Bluetooth 5.1,Windows 11,HD,0,1,Plastic,1.41,yes,no,yes,2,0,2,0,8,DDR4,0,512,1,0,23990
578,Intel Iris Xe Graphics G7,Intel Core i5-1135G7,IPS,13.3,2073600,60,0,2,no,1,0,0,1,Bluetooth 5.1,Windows 10,HD,0,1,Aluminium,1.32,yes,no,no,3,0,2,0,16,LPDDR4,1,512,2,2,39990
579,Intel Iris Xe Graphics G7,Intel Core i5-1135G7,IPS,14.0,2073600,60,0,2,no,1,0,0,1,Bluetooth 5.1,Windows 10,HD,0,1,Aluminium,1.4,yes,no,no,3,0,2,0,16,DDR4,0,512,2,2,40990
580,Intel Iris Xe Graphics G7,Intel Core i5-1135G7,IPS,15.6,2073600,60,0,1,no,1,0,0,0,Bluetooth 5.0,Windows 11,Below HD,0,0,Plastic,1.7,yes,yes,no,2,1,0,0,8,DDR4,0,512,1,0,19990
581,Intel Iris Xe Graphics G7,Intel Core i5-1135G7,IPS,14.0,2073600,60,0,1,no,1,0,0,1,Bluetooth 5.1,Windows 10,HD,0,1,Aluminium + Plastic,1.2,yes,no,yes,2,1,0,0,8,LPDDR4x,1,512,2,1,22990
582,Intel Iris Xe Graphics G7,Intel Core i5-1135G7,OLED,14.0,2073600,60,1,2,no,1,0,0,1,Bluetooth 5.2,Windows 11,HD,0,1,Aluminium + Plastic,1.61,yes,yes,yes,3,1,0,0,8,DDR4,1,512,1,2,30900
583,Intel Iris Xe Graphics G7,Intel Core i5-1135G7,OLED,13.3,2073600,60,0,2,no,1,0,0,1,Bluetooth 5.0,Windows 11,HD,0,1,Aluminium + Plastic,1.2,yes,yes,yes,3,1,0,0,8,LPDDR4x,1,512,1,2,34900
584,Intel Iris Xe Graphics G7,Intel Core i5-1135G7,OLED,13.3,2073600,60,0,2,no,1,0,0,1,Bluetooth 5.0,Windows 11,HD,0,1,Aluminium + Plastic,1.2,yes,yes,yes,3,1,0,0,8,DDR4,1,512,1,2,29900
585,Intel Iris Xe Graphics G7,Intel Core i5-1135G7,OLED,13.3,2073600,60,1,2,no,1,0,0,1,Bluetooth 5.0,Windows 11,HD,0,1,Aluminium + Plastic,1.3,yes,yes,yes,3,1,0,0,8,LPDDR4x,1,512,1,2,32900
586,Intel Iris Xe Graphics G7,Intel Core i5-1135G7,OLED,13.3,2073600,60,1,2,no,1,0,0,1,Bluetooth 5.0,Windows 11,HD,0,1,Aluminium + Plastic,1.3,yes,yes,yes,3,1,0,0,8,LPDDR4x,1,512,1,2,37900
587,Intel Iris Xe Graphics G7,Intel Core i5-1135G7,IPS,13.0,5529600,120,1,1,no,0,0,0,1,Bluetooth 5.1,Windows 11,HD,0,0,Aluminium,0.89,yes,no,yes,1,0,1,0,16,LPDDR4x,1,256,0,2,52190
588,Intel Iris Xe Graphics G7,Intel Core i5-1135G7,IPS,13.0,5529600,120,1,1,no,0,0,0,1,Bluetooth 5.1,Windows 11,HD,0,0,Aluminium,0.89,yes,no,yes,1,0,1,0,8,LPDDR4x,1,256,0,2,42790
589,Intel Iris Xe Graphics G7,Intel Core i5-1135G7,IPS,13.0,5529600,120,1,1,no,0,0,0,1,Bluetooth 5.1,Windows 11,HD,0,0,Aluminium,0.89,yes,no,yes,1,0,1,0,8,LPDDR4x,1,128,0,2,39590
590,Intel Iris Xe Graphics G7,Intel Core i5-1135G7,IPS,15.6,2073600,60,0,2,no,1,0,0,0,Bluetooth 5.0,Windows 11,Below HD,0,0,Plastic,1.7,no,yes,no,2,1,0,0,8,DDR4,1,512,1,0,19990
