,gpu,cpu,panel_type,size,resolution,refresh_rate,touch_screen,memory_slot,hard_disk_drive,hdmi,displayport,d_sub_vga,thunderbolt,bluetooth,os_bundle,web_camera,optical_drive,fingerprint,body_material,weight,keyboard_backlit,numpad,other_detail,warranty,m2PCIe_slot,m2Combo_slot,m2SATA_slot,mem_size,mem_type,mem_onboard,ssd_size,usbtype_A,usbtype_C,prices
1175,Intel UHD Graphics Xe G4,Intel Core i3-1115G4,IPS,15.6,2073600,60,0,1,no,1,0,0,0,Bluetooth 5.0,Windows 11,Below HD,0,0,Plastic,1.7,no,yes,no,2,1,0,0,4,DDR4,1,512,1,0,16990
1176,Intel UHD Graphics Xe G4,Intel Core i3-1115G4,IPS,15.6,2073600,60,0,1,no,1,0,0,0,Bluetooth 5.0,Windows 11,Below HD,0,0,Plastic,1.7,yes,yes,no,2,1,0,0,8,DDR4,0,512,1,0,16990
1177,Intel UHD Graphics Xe G4,Intel Core i3-1115G4,TN,14.0,2073600,60,0,2,no,1,0,0,0,Bluetooth 5.1,Windows 11,HD,0,0,Plastic,1.41,no,no,yes,2,0,2,0,8,DDR4,0,256,1,0,16990
1178,Intel UHD Graphics Xe G4,Intel Core i3-1115G4,IPS,14.0,2073600,60,0,1,no,1,0,0,0,Bluetooth 5.1,Windows 11,HD,0,0,Aluminium + Plastic,1.45,yes,no,yes,2,1,0,0,8,DDR4,0,512,1,1,19990
1179,Intel UHD Graphics Xe G4,Intel Core i3-1115G4,OLED,14.0,2073600,60,1,2,no,1,0,0,1,Bluetooth 5.2,Windows 11,HD,0,1,Aluminium + Plastic,1.61,yes,yes,yes,3,1,0,0,4,DDR4,1,256,1,2,26900
1180,Intel UHD Graphics Xe G4,Intel Core i3-1115G4,IPS,14.0,2073600,60,0,2,no,1,0,0,0,Bluetooth 5.1,Windows 11,HD,0,0,Plastic,1.45,no,no,yes,2,1,0,0,8,DDR4,1,512,1,1,19990
1181,Intel UHD Graphics Xe G4,Intel Core i3-1115G4,IPS,14.0,2073600,60,0,1,no,1,0,0,0,Bluetooth 5.0,Windows 11,HD,0,0,Aluminium + Plastic,1.4,yes,no,yes,2,2,0,0,8,DDR4,1,512,3,1,19990
1182,Intel UHD Graphics Xe G4,Intel Core i3-1115G4,TN,15.6,1049088,60,0,2,no,1,0,0,0,Bluetooth 5.0,Windows 11,HD,0,0,Plastic,1.7,no,yes,yes,2,0,2,0,4,DDR4,1,256,1,0,17990
1183,Intel UHD Graphics Xe G4,Intel Core i3-1115G4,IPS,14.0,2073600,60,0,1,no,1,0,0,0,Bluetooth 5.0,Windows 11,HD,0,0,Aluminium + Plastic,1.4,yes,no,yes,2,2,0,0,8,DDR4,1,512,3,1,19990
1184,Intel UHD Graphics Xe G4,Intel Core i3-1115G4,IPS,14.0,2073600,60,1,2,no,1,0,0,0,Bluetooth 5.0,Windows 11,HD,0,1,Aluminium + Plastic,1.5,yes,no,yes,2,1,0,0,8,DDR4,1,512,2,1,24990
1185,Intel UHD Graphics Xe G4,Intel Core i3-1115G4,IPS,14.0,2073600,60,0,2,no,1,0,0,0,Bluetooth 5.1,Windows 10,HD,0,0,Aluminium + Plastic,1.3,yes,no,no,1,1,0,0,8,DDR4,0,512,2,0,16990
1186,Intel UHD Graphics Xe G4,Intel Core i3-1115G4,OLED,15.6,2073600,60,0,1,no,1,0,0,0,Bluetooth 5.0,Windows 11,HD,0,0,Aluminium + Plastic,1.8,yes,yes,yes,2,2,0,0,4,DDR4,1,512,2,1,20990
1187,Intel UHD Graphics Xe G4,Intel Core i3-1115G4,OLED,15.6,2073600,60,0,2,no,1,0,0,0,Bluetooth 5.0,Windows 10,HD,0,0,Aluminium + Plastic,1.8,yes,yes,yes,2,0,1,0,4,DDR4,1,256,2,1,18990
1188,Intel UHD Graphics Xe G4,Intel Core i3-1115G4,OLED,15.6,2073600,60,0,1,no,1,0,0,0,Bluetooth 5.0,Windows 10,HD,0,0,Aluminium + Plastic,1.8,yes,yes,yes,2,2,0,0,4,DDR4,1,512,2,1,19990
1189,Intel UHD Graphics Xe G4,Intel Core i3-1115G4,IPS,15.6,2073600,60,0,1,no,1,0,0,0,Bluetooth 4.1,Windows 11,Below HD,0,0,Aluminium,1.8,yes,yes,no,2,0,2,0,4,DDR4,1,512,2,1,17990
1190,Intel UHD Graphics Xe G4,Intel Core i3-1115G4,IPS,15.6,2073600,60,0,1,no,1,0,0,0,Bluetooth 4.1,Windows 10,Below HD,0,0,Aluminium,1.8,yes,yes,no,2,0,2,0,4,DDR4,1,512,2,1,17990
1191,Intel UHD Graphics Xe G4,Intel Core i3-1115G4,IPS,14.0,2073600,60,0,2,no,1,0,0,1,Bluetooth 5.0,DOS Operating System,HD,0,1,Aluminium,1.4,no,no,no,1,0,2,0,4,DDR4,1,256,2,2,15990
1192,Intel UHD Graphics Xe G4,Intel Core i3-1115G4,IPS,14.0,2073600,60,0,2,no,1,0,0,1,Bluetooth 5.0,DOS Operating System,HD,0,1,Aluminium,1.4,no,no,no,1,0,2,0,4,DDR4,1,256,2,2,15990
1193,Intel UHD Graphics Xe G4,Intel Core i3-1115G4,IPS,15.6,2073600,60,0,2,no,1,0,0,0,Bluetooth 5.0,Windows 10,HD,0,0,Aluminium,1.85,yes,yes,yes,2,1,0,0,4,DDR4,0,256,1,0,20990
1194,Intel UHD Graphics Xe G4,Intel Core i3-1115G4,IPS,15.6,2073600,60,0,1,no,1,0,0,0,Bluetooth 5.0,Windows 10,HD,0,0,Aluminium,1.85,yes,yes,yes,2,0,1,0,4,DDR4,0,256,1,0,20990
1195,Intel UHD Graphics Xe G4,Intel Core i3-1115G4,OLED,15.6,2073600,60,0,2,no,1,0,0,0,Bluetooth 5.0,Windows 10,HD,0,0,Aluminium + Plastic,1.8,yes,yes,yes,2,0,1,0,4,DDR4,1,256,2,1,18990
1196,Intel UHD Graphics Xe G4,Intel Core i3-1115G4,OLED,15.6,2073600,60,0,2,no,1,0,0,0,Bluetooth 5.0,Windows 10,HD,0,0,Aluminium + Plastic,1.8,yes,yes,yes,2,0,1,0,4,DDR4,1,512,2,1,19990
1197,Intel UHD Graphics Xe G4,Intel Core i3-1115G4,TN,15.6,2073600,60,0,1,no,1,0,0,0,Bluetooth 5.0,Windows 10,HD,0,0,Plastic,1.69,yes,yes,yes,3,0,1,0,8,DDR4,0,256,1,1,21990
1198,Intel UHD Graphics Xe G4,Intel Core i3-1115G4,TN,15.6,2073600,60,0,1,no,1,0,0,0,Bluetooth 5.0,Windows 10,HD,0,0,Plastic,1.69,yes,yes,yes,2,0,1,0,8,DDR4,0,256,1,1,21990
1199,Intel UHD Graphics Xe G4,Intel Core i3-1115G4,IPS,15.6,2073600,60,0,1,no,1,0,0,0,Bluetooth 5.0,Windows 10,HD,0,0,Aluminium,1.85,yes,yes,yes,2,1,0,0,4,DDR4,0,256,1,0,19890
1200,Intel UHD Graphics Xe G4,Intel Core i3-1115G4,IPS,15.6,2073600,60,0,1,no,1,0,0,0,Bluetooth 4.1,Windows 10,Below HD,0,0,Aluminium,1.8,yes,yes,no,2,1,0,0,4,DDR4,1,512,2,1,15990
1201,Intel UHD Graphics Xe G4,Intel Core i3-1115G4,IPS,15.6,2073600,60,0,1,no,1,0,0,0,Bluetooth 5.0,Windows 10,HD,0,0,Aluminium,1.85,yes,yes,yes,2,0,1,0,4,DDR4,0,256,1,0,20390
1202,Intel UHD Graphics Xe G4,Intel Core i3-1115G4,IPS,14.0,2073600,60,0,2,no,1,0,0,0,Bluetooth 5.0,Windows 10,HD,0,0,Aluminium + Plastic,1.64,yes,no,yes,3,1,0,0,4,DDR4,0,256,1,0,19990
1203,Intel UHD Graphics Xe G4,Intel Core i3-1115G4,IPS,15.6,2073600,60,0,1,no,1,0,0,0,Bluetooth 5.0,Windows 10,HD,0,0,Aluminium,1.85,yes,yes,yes,2,1,0,0,4,DDR4,0,256,1,0,19890
1204,Intel UHD Graphics Xe G4,Intel Core i3-1115G4,IPS,15.6,2073600,60,0,1,no,1,0,0,0,Bluetooth 5.0,Windows 10,HD,0,0,Aluminium,1.85,yes,yes,yes,2,1,0,0,4,DDR4,0,256,1,0,19890
1205,Intel UHD Graphics Xe G4,Intel Core i3-1115G4,IPS,14.0,2073600,60,0,2,no,1,0,1,1,Bluetooth 5.2,Endless OS,HD,0,1,Aluminium Alloy,1.45,yes,yes,yes,2,0,1,0,4,DDR4,1,256,1,1,15990
1206,Intel UHD Graphics Xe G4,Intel Core i3-1115G4,IPS,14.0,2073600,60,0,2,no,1,0,1,1,Bluetooth 5.2,Endless OS,HD,0,1,Aluminium Alloy,1.45,yes,yes,yes,2,0,1,0,4,DDR4,1,256,1,1,15990
1207,Intel UHD Graphics Xe G4,Intel Core i3-1115G4,IPS,14.0,2073600,60,0,1,no,1,0,0,0,Bluetooth 5.0,Windows 10,HD,0,0,Aluminium + Plastic,1.4,yes,no,yes,2,2,0,0,8,DDR4,1,512,3,1,17990
1208,Intel UHD Graphics Xe G4,Intel Core i3-1115G4,OLED,15.6,2073600,60,1,1,no,1,0,0,0,Bluetooth 5.0,Chrome OS,HD,0,0,Plastic,1.95,yes,yes,yes,3,1,0,0,8,LPDDR4x,1,256,1,2,23000
1209,Intel UHD Graphics Xe G4,Intel Core i3-1115G4,IPS,14.0,2073600,60,0,1,no,1,0,0,0,Bluetooth 5.0,Windows 10,HD,0,0,Aluminium + Plastic,1.4,yes,no,yes,2,3,0,0,8,DDR4,1,512,3,1,17990
1210,Intel UHD Graphics Xe G4,Intel Core i3-1115G4,IPS,14.0,3110400,60,0,2,no,0,0,0,0,Bluetooth 5.1,Windows 10,HD,0,1,Aluminium,1.38,yes,no,no,2,1,0,0,8,LPDDR4x,1,256,1,2,22990
1211,Intel UHD Graphics Xe G4,Intel Core i3-1115G4,TN,15.6,2073600,60,0,2,no,1,0,0,0,Bluetooth 5.0,Windows 10,HD,0,0,Plastic,1.83,no,yes,no,2,1,0,0,4,DDR4,0,256,1,0,15490
1212,Intel UHD Graphics Xe G4,Intel Core i3-1115G4,TN,14.0,1049088,60,0,1,no,1,0,1,0,Bluetooth 5.0,Linpus Linux,HD,0,0,Aluminium + Plastic,1.6,yes,no,no,2,1,0,0,4,DDR4,0,256,3,1,16500
1213,Intel UHD Graphics Xe G4,Intel Core i3-1115G4,TN,14.0,2073600,60,0,2,no,1,0,0,0,Bluetooth 5.0,Windows 10,HD,0,0,Plastic,1.5,no,no,yes,2,2,0,0,8,DDR4,1,256,1,0,15990
1214,Intel UHD Graphics Xe G4,Intel Core i3-1115G4,IPS,15.6,2073600,60,0,1,no,1,0,0,0,Bluetooth 5.0,Windows 10,Below HD,0,0,Plastic,1.7,yes,yes,no,2,1,0,0,4,DDR4,1,512,1,0,14990
1215,Intel UHD Graphics Xe G4,Intel Core i3-1115G4,TN,14.0,2073600,60,0,1,no,1,0,0,0,Bluetooth 5.0,DOS Operating System,HD,0,0,Aluminium + Plastic,1.6,no,no,no,1,0,1,0,4,DDR4,1,256,1,1,15400
1216,Intel UHD Graphics Xe G4,Intel Core i3-1115G4,TN,14.0,1049088,60,0,2,yes,1,2,0,0,Bluetooth 5.1,Ubuntu,HD,0,0,Aluminium,1.52,yes,no,no,3,0,0,1,4,DDR4,0,0,1,1,18990
1217,Intel UHD Graphics Xe G4,Intel Core i3-1115G4,IPS,14.0,2073600,60,1,1,no,1,2,0,1,Bluetooth 5.0,Windows 10,HD,0,0,Plastic,1.5,yes,no,yes,2,1,0,0,8,LPDDR4x,1,512,1,1,22900
1218,Intel UHD Graphics Xe G4,Intel Core i3-1115G4,IPS,15.6,2073600,60,0,2,no,1,0,0,0,Bluetooth 5.0,Windows 10,HD,0,0,Plastic,1.69,no,yes,yes,2,1,0,0,4,DDR4,0,256,2,1,18900
1219,Intel UHD Graphics Xe G4,Intel Core i3-1115G4,IPS,15.6,2073600,60,0,1,no,1,0,0,0,Bluetooth 5.0,Windows 10,Below HD,0,0,Plastic,1.7,yes,yes,no,2,1,0,0,4,DDR4,0,512,1,0,14990
1220,Intel UHD Graphics Xe G4,Intel Core i3-1115G4,IPS,15.6,2073600,60,0,1,no,1,0,0,0,Bluetooth 5.1,Windows 10,HD,0,1,Plastic,1.65,no,no,yes,2,1,0,0,8,DDR4,0,512,1,1,18900
1221,Intel UHD Graphics Xe G4,Intel Core i3-1115G4,IPS,14.0,2073600,60,0,1,no,1,0,0,0,Bluetooth 5.1,Windows 10,HD,0,0,Plastic,1.41,yes,no,yes,2,1,0,0,8,DDR4,1,256,1,1,15900
1222,Intel UHD Graphics Xe G4,Intel Core i3-1115G4,IPS,15.6,2073600,60,0,1,no,1,0,0,1,Bluetooth 4.1,Windows 10,Below HD,0,0,Aluminium,1.8,yes,yes,no,2,1,0,0,4,DDR4,1,512,2,1,14900
1223,Intel UHD Graphics Xe G4,Intel Core i3-1115G4,IPS,15.6,1049088,60,0,1,no,1,0,0,0,Bluetooth 4.1,Windows 10,Below HD,0,0,Aluminium,1.8,yes,yes,no,2,1,0,0,4,DDR4,1,512,2,1,14900
1224,Intel UHD Graphics Xe G4,Intel Core i3-1115G4,IPS,14.0,2073600,60,1,1,no,1,0,0,0,Bluetooth 5.0,Windows 10,HD,0,0,Aluminium,1.61,yes,no,no,2,1,0,0,8,DDR4,0,256,1,1,19900
1225,Intel UHD Graphics Xe G4,Intel Core i3-1115G4,IPS,14.0,2073600,60,0,1,no,1,0,0,0,Bluetooth 5.1,Windows 10,HD,0,0,Aluminium + Plastic,1.45,yes,yes,yes,2,1,0,0,8,DDR4,0,512,1,1,16990
1226,Intel UHD Graphics Xe G4,Intel Core i3-1115G4,IPS,14.0,2073600,60,0,1,no,1,0,0,0,Bluetooth 5.1,Windows 10,HD,0,0,Aluminium + Plastic,1.45,yes,yes,yes,2,1,0,0,8,DDR4,0,512,1,1,16990
1227,Intel UHD Graphics Xe G4,Intel Core i3-1115G4,IPS,14.0,2073600,60,0,1,no,1,0,0,0,Bluetooth 5.1,Windows 10,HD,0,0,Aluminium + Plastic,1.45,yes,yes,yes,2,1,0,0,8,DDR4,0,512,1,1,16990
1228,Intel UHD Graphics Xe G4,Intel Core i3-1115G4,IPS,14.0,2073600,60,0,1,no,1,0,0,0,Bluetooth 5.1,Windows 10,HD,0,0,Aluminium + Plastic,1.45,yes,yes,yes,2,1,0,0,8,DDR4,0,512,1,1,16990
1229,Intel UHD Graphics Xe G4,Intel Core i3-1115G4,IPS,14.0,2073600,60,0,1,no,1,0,0,0,Bluetooth 5.1,Windows 10,HD,0,0,Aluminium + Plastic,1.45,yes,yes,yes,2,1,0,0,8,DDR4,0,512,1,1,16990
1230,Intel UHD Graphics Xe G4,Intel Core i3-1115G4,TN,15.6,2073600,60,0,1,no,1,0,0,0,Bluetooth 5.0,Windows 10,HD,0,0,Plastic,1.83,no,yes,yes,2,1,0,0,4,DDR4,0,256,1,0,14990
1231,Intel UHD Graphics Xe G4,Intel Core i3-1115G4,TN,15.6,2073600,60,0,2,no,1,0,0,0,Bluetooth 5.0,Windows 10,HD,0,0,Plastic,1.83,no,yes,no,2,1,0,0,4,DDR4,0,256,1,0,15490
1232,Intel UHD Graphics Xe G4,Intel Core i3-1115G4,TN,15.6,2073600,60,0,1,no,1,0,0,0,Bluetooth 5.0,Windows 10,HD,0,0,Plastic,1.83,no,yes,no,2,1,0,0,4,DDR4,0,256,1,0,15490
1233,Intel UHD Graphics Xe G4,Intel Core i3-1115G4,IPS,14.0,2073600,60,1,1,no,1,0,0,0,Bluetooth 5.0,Windows 10,HD,0,1,Aluminium + Plastic,1.5,yes,no,yes,2,1,0,0,8,DDR4,1,512,2,1,20900
1234,Intel UHD Graphics Xe G4,Intel Core i3-1115G4,IPS,14.0,2073600,60,0,2,no,1,0,0,0,Bluetooth 5.0,Windows 10,HD,0,0,Aluminium + Plastic,1.64,yes,no,yes,3,1,0,0,8,DDR4,0,256,1,0,16290
1235,Intel UHD Graphics Xe G4,Intel Core i3-1115G4,IPS,14.0,2073600,60,0,1,no,1,0,0,0,Bluetooth 5.0,Windows 10,HD,0,0,Aluminium + Plastic,1.4,yes,no,yes,2,1,0,0,4,DDR4,1,512,2,1,15900
1236,Intel UHD Graphics Xe G4,Intel Core i3-1115G4,IPS,14.0,2073600,60,0,1,no,1,0,0,0,Bluetooth 5.0,Windows 10,HD,0,0,Aluminium + Plastic,1.4,yes,no,yes,2,1,0,0,4,DDR4,1,512,3,1,15900
1237,Intel UHD Graphics Xe G4,Intel Core i3-1125G4,IPS,15.6,2073600,60,0,2,no,1,0,0,0,Bluetooth 5.0,Windows 10,HD,0,0,Plastic,1.75,yes,yes,yes,2,1,0,0,8,DDR4,0,512,2,1,23990
1238,Intel UHD Graphics Xe G4,Intel Core i3-1125G4,IPS,13.3,2073600,60,0,1,no,1,0,0,0,Bluetooth 5.0,Windows 10,HD,0,0,Aluminium,1.24,yes,no,yes,2,1,0,0,8,DDR4,1,512,2,1,22990
1239,Intel UHD Graphics Xe G4,Intel Core i3-1125G4,IPS,14.0,2073600,60,1,2,no,1,0,0,0,Bluetooth 5.2,Windows 10,HD,0,1,Plastic,1.5,yes,no,yes,2,1,0,0,8,DDR4,0,512,2,1,24990
1240,Intel UHD Graphics Xe G4,Intel Core i3-1125G4,TN,15.6,2073600,60,0,2,no,1,0,0,0,Bluetooth 5.0,Windows 10,HD,0,0,Plastic,1.83,no,yes,yes,2,1,0,0,4,DDR4,0,512,1,0,16990
1241,Intel UHD Graphics Xe G4,Intel Core i3-1125G4,TN,15.6,2073600,60,0,2,no,1,0,0,0,Bluetooth 5.0,Windows 10,HD,0,0,Plastic,1.96,no,yes,yes,2,1,0,0,4,DDR4,0,512,1,0,16990
1242,Intel UHD Graphics Xe G4,Intel Core i3-1125G4,IPS,14.0,2073600,60,0,1,no,1,2,0,1,Bluetooth 5.1,Windows 10,HD,0,1,Aluminium + Plastic,1.2,yes,no,yes,2,1,0,0,8,LPDDR4x,1,512,2,1,19990
1243,Intel UHD Graphics Xe G4,Intel Core i3-1125G4,TN,15.6,2073600,60,0,1,no,1,0,0,0,Bluetooth 5.0,Windows 10,HD,0,0,Plastic,1.83,no,yes,yes,2,1,0,0,4,DDR4,0,512,1,0,16990
1244,Intel UHD Graphics Xe G4,Intel Core i3-1215U,TN,15.6,1049088,60,0,2,no,1,0,0,0,Bluetooth 5.0,Windows 11,HD,0,0,Aluminium,1.69,no,yes,no,2,1,0,0,8,DDR4,0,512,2,1,19990
1245,Intel UHD Graphics Xe G4,Intel Core i3-1215U,TN,15.6,1049088,60,0,2,no,1,0,0,0,Bluetooth 5.0,Windows 11,HD,0,0,Aluminium,1.69,no,yes,no,2,1,0,0,8,DDR4,0,256,2,1,17990
1246,Intel UHD Graphics Xe G4,Intel Core i5-1135G7,TN,15.6,2073600,60,0,2,no,1,0,0,0,Bluetooth 4.1,Windows 11,Below HD,0,0,Plastic,1.8,no,yes,yes,2,1,0,1,8,DDR4,1,512,2,1,19990
1247,Intel UHD Graphics Xe G4,Intel Core i5-1135G7,IPS,13.4,2304000,60,0,2,no,0,0,0,1,Bluetooth 5.1,Windows 10,HD,0,1,Aluminium,1.27,yes,no,yes,3,1,0,0,8,LPDDR4x,1,512,0,2,62990
1248,Intel UHD Graphics Xe G4,Intel Core i5-1155G7,IPS,14.0,2073600,60,0,2,no,1,1,0,0,Bluetooth 5.1,Windows 10,HD,0,0,Aluminium + Plastic,1.3,yes,no,no,2,1,0,0,8,DDR4,0,512,2,1,19990
1249,Intel UHD Graphics Xe G4,Intel Core i5-1155G7,IPS,14.0,2073600,60,0,2,no,1,1,0,0,Bluetooth 5.1,Windows 10,HD,0,0,Aluminium + Plastic,1.3,yes,no,no,1,1,0,0,8,DDR4,0,512,2,1,24990
1250,Intel UHD Graphics Xe G4,Intel Pentium Gold 7505,TN,15.6,2073600,60,0,2,no,1,0,0,0,Bluetooth 4.1,Windows 11,Below HD,0,0,Plastic,1.8,no,yes,yes,2,1,0,1,4,DDR4,1,512,2,1,12990
1251,Intel UHD Graphics Xe G4,Intel Pentium Gold 7505,TN,14.0,2073600,60,0,2,no,1,0,1,0,Bluetooth 5.2,DOS Operating System,HD,0,1,Aluminium Alloy,1.45,yes,yes,no,3,0,2,0,8,DDR4,1,256,1,1,10990
1252,Intel UHD Graphics Xe G4,Intel Pentium Gold 7505,IPS,14.0,2073600,60,1,1,no,1,0,0,0,Bluetooth 5.0,Windows 11,HD,0,1,Aluminium + Plastic,1.5,yes,no,yes,2,1,0,0,4,DDR4,1,256,2,1,14990
1253,Intel UHD Graphics Xe G4,Intel Pentium Gold 7505,IPS,14.0,2073600,60,1,1,no,1,0,0,0,Bluetooth 5.0,Windows 11,HD,0,1,Aluminium + Plastic,1.5,yes,no,yes,2,1,0,0,4,DDR4,1,256,2,1,19990
1254,Intel UHD Graphics Xe G4,Intel Pentium Gold 7505,TN,14.0,2073600,60,0,2,no,1,0,1,0,Bluetooth 5.2,DOS Operating System,HD,0,1,Aluminium Alloy,1.45,yes,no,no,3,0,1,0,4,DDR4,1,256,1,1,14990
1255,Intel UHD Graphics Xe G4,Intel Pentium Gold 7505,IPS,14.0,1049088,60,0,2,no,1,0,1,1,Bluetooth 5.2,Endless OS,HD,0,1,Aluminium Alloy,1.45,yes,no,no,3,0,1,0,4,DDR4,1,256,1,1,14990
1256,Intel UHD Graphics Xe G4,Intel Pentium Gold 7505,IPS,15.6,2073600,60,0,1,no,1,0,0,0,Bluetooth 5.1,Windows 10,HD,0,0,Plastic,1.65,no,yes,no,2,1,0,0,8,DDR4,0,512,1,1,15990
1257,Intel UHD Graphics Xe G4,Intel Pentium Gold 7505,IPS,14.0,2073600,60,0,1,no,1,0,0,0,Bluetooth 5.1,Windows 10,HD,0,0,Plastic,1.41,yes,no,no,2,1,0,0,8,DDR4,0,256,1,1,12900
1258,Intel UHD Graphics Xe G4,Intel Pentium Silver N6000,IPS,15.6,2073600,60,0,2,no,1,0,0,0,Bluetooth 5.2,Windows 11,HD,0,0,Aluminium,1.65,yes,yes,yes,2,1,0,0,4,DDR4,0,256,2,1,12990
1259,NVIDIA GeForce GTX 1050,AMD Ryzen 5 3500U,TN,15.6,2073600,60,0,2,no,1,0,0,0,Bluetooth 4.1,Windows 10,Below HD,0,0,Plastic,1.96,no,yes,no,2,0,1,0,8,DDR4,0,512,2,1,16990
1260,NVIDIA GeForce GTX 1050,AMD Ryzen 5 3550H,IPS,15.6,2073600,60,0,2,no,1,0,0,0,Bluetooth 5.0,Windows 10,HD,0,0,Plastic,2.25,yes,yes,no,2,1,0,0,8,DDR4,0,512,1,1,18900
1261,NVIDIA GeForce GTX 1050,AMD Ryzen 5 3550H,IPS,15.6,2073600,60,0,2,no,1,0,0,0,Bluetooth 5.0,Windows 10,HD,0,0,Plastic,2.25,yes,yes,no,2,1,0,0,8,DDR4,0,512,1,1,19990
1262,NVIDIA GeForce GTX 1050,Intel Core i5-8300H,IPS,15.6,2073600,120,0,1,yes,1,0,0,0,Bluetooth 5.0,Windows 10,HD,0,0,Plastic,2.14,yes,yes,no,2,1,0,0,8,DDR4,0,512,2,1,20990
1263,NVIDIA GeForce GTX 1050,Intel Core i5-8300H,IPS,15.6,2073600,60,0,2,no,1,0,0,0,Bluetooth 5.0,Windows 10,HD,0,0,Plastic,2.7,yes,yes,no,3,1,0,0,8,DDR4,0,512,2,1,19990
1264,NVIDIA GeForce GTX 1050,Intel Core i5-8300H,IPS,15.6,2073600,60,0,2,yes,1,0,0,0,Bluetooth 4.2,Windows 10,1-2MP,0,0,Plastic,2.53,yes,yes,no,2,0,1,0,4,DDR4,0,128,2,0,28490
1265,NVIDIA GeForce GTX 1050,Intel Core i5-9300H,IPS,15.6,2073600,60,0,2,no,1,0,0,0,Bluetooth 4.2,Windows 10,HD,0,0,Aluminium + Plastic,2.19,yes,yes,no,3,1,0,0,8,DDR4,0,512,2,1,23990
1266,NVIDIA GeForce GTX 1050,Intel Core i5-9300H,IPS,15.6,2073600,60,0,2,no,1,0,0,0,Bluetooth 5.0,Windows 10,HD,0,0,Plastic,2.35,yes,yes,no,3,1,0,0,8,DDR4,0,512,1,1,19990
1267,NVIDIA GeForce GTX 1050,Intel Core i5-9300H,IPS,15.6,2073600,60,0,2,no,1,0,0,0,Bluetooth 5.0,Windows 10,HD,0,0,Plastic,2.3,yes,yes,no,3,0,1,0,8,DDR4,0,512,1,1,26990
1268,NVIDIA GeForce GTX 1050,Intel Core i5-9300H,IPS,15.6,2073600,144,0,2,no,1,0,0,0,Bluetooth 5.0,Windows 10,HD,0,0,Plastic,2.3,yes,yes,no,3,0,1,0,8,DDR4,0,512,1,1,26990
1269,NVIDIA GeForce GTX 1050,Intel Core i7-8650U,IPS,13.5,6000000,60,1,1,no,0,0,0,0,Bluetooth 4.1,Windows 10,Above FHD,0,0,Magnesium Alloy,1.64,yes,no,no,1,1,0,0,16,DDR3L,0,512,2,1,83900
1270,NVIDIA GeForce GTX 1050,Intel Core i7-9750H,TN,15.6,2073600,60,0,1,no,1,0,0,0,Bluetooth 5.0,Windows 10,HD,0,0,Plastic,2.2,no,yes,no,3,1,0,0,8,DDR4,0,512,2,1,25900
1271,NVIDIA GeForce GTX 1050,Intel Core i7-9750H,TN,15.6,2073600,60,0,2,no,1,0,0,1,Bluetooth 5.0,Windows 10,HD,0,0,Plastic,1.87,yes,yes,no,3,2,0,0,8,DDR4,0,256,3,1,38990
1272,NVIDIA GeForce GTX 1050Ti,Intel Core i7-8750H,IPS,15.6,2073600,60,0,2,yes,1,0,0,1,Bluetooth 4.2,Windows 10,1-2MP,0,1,Plastic,2.63,yes,yes,no,2,0,1,0,8,DDR4,0,128,3,1,38990
1273,NVIDIA GeForce GTX 1050Ti,Intel Core i7-9750H,IPS,15.6,2073600,60,0,2,no,1,0,0,0,Bluetooth 5.0,Windows 10,HD,0,0,Plastic,1.86,yes,yes,no,2,0,1,0,8,DDR4,0,512,3,1,29900
1274,NVIDIA GeForce GTX 1060,Intel Core i7-8650U,IPS,15.0,6998400,60,1,1,no,0,0,0,0,Bluetooth 4.1,Windows 10,Above FHD,0,0,Magnesium Alloy,1.9,yes,no,no,1,1,0,0,16,DDR3L,0,512,2,1,75500
1275,NVIDIA GeForce GTX 1650,AMD Ryzen 5 3550H,IPS,15.6,2073600,144,0,2,no,1,0,0,0,Bluetooth 5.0,Windows 10,HD,0,0,Plastic,2.25,yes,yes,no,2,1,0,0,8,DDR4,0,512,1,1,23990
1276,NVIDIA GeForce GTX 1650,AMD Ryzen 5 3550H,IPS,15.6,2073600,120,0,2,no,1,0,0,0,Bluetooth 4.2,Windows 10,HD,0,0,Plastic,2.2,yes,yes,no,2,0,1,0,8,DDR4,0,512,1,0,24990
1277,NVIDIA GeForce GTX 1650,AMD Ryzen 5 4600H,IPS,15.6,2073600,144,0,2,no,1,0,0,0,Bluetooth 5.0,Windows 10,HD,0,0,Plastic,2.2,yes,yes,no,3,0,1,0,8,DDR4,0,512,3,1,26900
1278,NVIDIA GeForce GTX 1650,AMD Ryzen 5 4600H,IPS,15.6,2073600,144,0,2,no,1,0,0,0,Bluetooth 5.0,Windows 10,HD,0,0,Aluminium + Plastic,2.3,yes,yes,no,2,1,0,0,8,DDR4,0,512,4,1,27900
1279,NVIDIA GeForce GTX 1650,AMD Ryzen 5 4600H,IPS,15.6,2073600,120,0,2,no,1,0,0,0,Bluetooth 5.0,Windows 10,HD,0,0,Plastic,2.2,yes,yes,no,2,1,0,0,8,DDR4,0,512,2,1,23990
1280,NVIDIA GeForce GTX 1650,AMD Ryzen 5 4600H,IPS,15.6,2073600,120,0,2,no,1,0,0,0,Bluetooth 5.0,Windows 10,HD,0,0,Plastic,2.2,yes,yes,no,2,1,0,0,8,DDR4,0,512,2,1,23990
