,names,prices,urls,Brand,Model,Model Year,CPU,GPU,Panel Type,Size,Resolution,Refresh Rate,Touch Screen,Memory Size,Memory Slot,Hard Disk Drive,Solid State Drive,M.2 Slot,USB Ports,,HDMI,DisplayPort,D-Sub/VGA,Thunderbolt,Wireless LAN,Ethernet LAN,Bluetooth,OS Bundle,Web Camera,Optical Drive,Fingerprint,Body Material,Body Color,Weight,Battery Type,Keyboard Type,Keyboard Backlit,Numpad,Other Detail,Warranty,Insurance
1625,Asus Vivobook 14 S413EA-EB159TS,"26,900",https://notebookspec.com/notebook/10495-asus-vivobook-14-s413ea-eb159ts.html,Asus,Asus Vivobook 14 S413EA-EB159TS,Q4 / 2020,"Intel Core i7-1165G7 (2.80 GHz, 12 MB L3 Cache up to 4.70 Ghz)",Intel Iris Xe Graphics G7,IPS,14 นิ้ว,14 inch (1920x1080) Full HD,60 Hz,ไม่รองรับ,8 GB DDR4 On Board,1 Slots,ไม่มี,512 GB SSD PCIe M.2,1 x M.2 PCIe,2x USB 2.0,1x USB 3.2 Type C,1x HDMI,ไม่มี,ไม่มี,ไม่มี,802.11 ax (Wi-Fi 6),ไม่มี,Bluetooth 5.0,Windows 10 Home (64 Bit),HD Camera,ไม่มี,ไม่มี,Aluminium + Plastic,Transparent Silver,1.4 kg,3-Cell Li-ion,Chiclet Keyboard,มี,ไม่มี,Microsoft Office Home & Student 2019,2 Y. Carry-in Regional,ไม่มี
1626,Asus Vivobook S14 S413EA-EB158TS,"26,900",https://notebookspec.com/notebook/10494-asus-vivobook-s14-s413ea-eb158ts.html,Asus,Asus Vivobook S14 S413EA-EB158TS,Q1 / 2021,"Intel Core i7-1165G7 (2.80 GHz, 12 MB L3 Cache up to 4.70 Ghz)",Intel Iris Xe Graphics G7,IPS,14 นิ้ว,14 inch (1920x1080) Full HD,60 Hz,ไม่รองรับ,8 GB DDR4 On Board,1 Slots,ไม่มี,512 GB SSD PCIe M.2,1 x M.2 PCIe,2x USB 2.0,1x USB 3.2 Type C,1x HDMI,ไม่มี,ไม่มี,ไม่มี,802.11 ax (Wi-Fi 6),ไม่มี,Bluetooth 5.0,Windows 10 Home (64 Bit),HD Camera,ไม่มี,ไม่มี,Aluminium + Plastic,Hearty Gold,1.4 kg,3-Cell Li-ion,Chiclet Keyboard,มี,ไม่มี,Microsoft Office Home & Student 2019,2 Y. Carry-in Regional,ไม่มี
1627,Asus Vivobook 15 S533EA-BQ049TS,"23,900",https://notebookspec.com/notebook/10493-asus-vivobook-15-s533ea-bq049ts.html,Asus,Asus Vivobook 15 S533EA-BQ049TS,Q1 / 2021,"Intel Core i5-1135G7 (2.40 GHz, 8 MB L3 Cache up to 4.20 Ghz)",Intel Iris Xe Graphics G7,IPS,15.6 นิ้ว,15.6 inch (1920x1080) Full HD,60 Hz,ไม่รองรับ,8 GB DDR4 On Board,1 Slots,ไม่มี,512 GB SSD PCIe M.2,1 x M.2 PCIe,2x USB 2.0,1x USB 3.2 Type C,1x HDMI,ไม่มี,ไม่มี,ไม่มี,802.11 ax (Wi-Fi 6),ไม่มี,Bluetooth 5.0,Windows 10 Home (64 Bit),HD Camera,ไม่มี,ไม่มี,Aluminium + Plastic,Indie Black,1.8 kg,3-Cell Li-ion,Chiclet Keyboard,มี,ไม่มี,Microsoft Office Home & Student 2019,2 Y. Carry-in Regional,ไม่มี
1628,Asus Vivobook 14 S413EA-EB125TS,"22,900",https://notebookspec.com/notebook/10492-asus-vivobook-14-s413ea-eb125ts.html,Asus,Asus Vivobook 14 S413EA-EB125TS,Q1 / 2021,"Intel Core i5-1135G7 (2.40 GHz, 8 MB L3 Cache up to 4.20 Ghz)",Intel Iris Xe Graphics G7,IPS,14 นิ้ว,14 inch (1920x1080) Full HD,60 Hz,ไม่รองรับ,8 GB DDR4 On Board,1 Slots,ไม่มี,512 GB SSD PCIe M.2,1 x M.2 PCIe,3x USB 2.0,1x USB 3.2 Type C,1x HDMI,ไม่มี,ไม่มี,ไม่มี,802.11 ax (Wi-Fi 6),ไม่มี,Bluetooth 5.0,Windows 10 Home (64 Bit),HD Camera,ไม่มี,ไม่มี,Aluminium + Plastic,Indie Black,1.4 kg,3-Cell Li-ion,Chiclet Keyboard,มี,ไม่มี,Microsoft Office Home & Student 2019,2 Y. Carry-in Regional,ไม่มี
1629,Asus VivoBook S15 S533EA-BQ050TS,"23,900",https://notebookspec.com/notebook/10491-asus-vivobook-s15-s533ea-bq050ts.html,Asus,Asus VivoBook S15 S533EA-BQ050TS,Q1 / 2021,"Intel Core i5-1135G7 (2.40 GHz, 8 MB L3 Cache up to 4.20 Ghz)",Intel Iris Xe Graphics G7,TN,15.6 นิ้ว,15.6 inch (1920x1080) Full HD,60 Hz,ไม่รองรับ,8 GB DDR4 On Board,1 Slots,ไม่มี,512 GB SSD PCIe M.2,1 x M.2 PCIe,2x USB 2.0,1x USB 3.2 Type C,1x HDMI,ไม่มี,ไม่มี,ไม่มี,802.11 ax (Wi-Fi 6),ไม่มี,Bluetooth 5.0,Windows 10 Home (64 Bit),HD Camera,ไม่มี,ไม่มี,Aluminium + Plastic,Dreamy White,1.8 kg,3-Cell Li-Polymer,Chiclet Keyboard,มี,ไม่มี,Microsoft Office Home and Student 2019,2 Y. Carry-in Regional,ไม่มี
1630,Asus VivoBook S15 S533EA-BQ052TS,"23,900",https://notebookspec.com/notebook/10490-asus-vivobook-s15-s533ea-bq052ts.html,Asus,Asus VivoBook S15 S533EA-BQ052TS,Q1 / 2021,"Intel Core i5-1135G7 (2.40 GHz, 8 MB L3 Cache up to 4.20 Ghz)",Intel Iris Xe Graphics G7,TN,15.6 นิ้ว,15.6 inch (1920x1080) Full HD,60 Hz,ไม่รองรับ,8 GB DDR4,1 Slots,ไม่มี,512 GB SSD PCIe M.2,1 x M.2 PCIe,2x USB 2.0,1x USB 3.2 Type C,1x HDMI,ไม่มี,ไม่มี,ไม่มี,802.11ax,ไม่มี,Bluetooth 5.0,Windows 10 Home (64 Bit),HD,ไม่มี,ไม่มี,Aluminum,Red,1.8 kg,3-Cell Li-Poly,Chiclet,มี,มี,Microsoft office Home & Student 2019,2 Y. Carry-in Regional,ไม่มี
1631,Asus VivoBook S15 S533EA-BQ051TS,"23,900",https://notebookspec.com/notebook/10489-asus-vivobook-s15-s533ea-bq051ts.html,Asus,Asus VivoBook S15 S533EA-BQ051TS,Q1 / 2021,"Intel Core i5-1135G7 (2.40 GHz, 8 MB L3 Cache up to 4.20 Ghz)",Intel Iris Xe Graphics G7,TN,15.6 นิ้ว,15.6 inch (1920x1080) Full HD,60 Hz,ไม่รองรับ,8 GB DDR4,1 Slots,ไม่มี,512 GB SSD PCIe M.2,1 x M.2 PCIe,2x USB 2.0,1x USB 3.2 Type C,1x HDMI,ไม่มี,ไม่มี,ไม่มี,802.11ax,ไม่มี,Bluetooth 5.0,Windows 10 Home (64 Bit),HD,ไม่มี,ไม่มี,Aluminum,Gaia Green,1.8 kg,3-Cell Li-Poly,Chiclet,มี,มี,Microsoft office Home & Student 2019,2 Y. Carry-in Regional,ไม่มี
1632,Acer Extensa EX215-22-R3HU,"10,900",https://notebookspec.com/notebook/10488-acer-extensa-ex215-22-r3hu.html,Acer,Acer Extensa EX215-22-R3HU,Q4 / 2020,"AMD Athlon Silver 3050U (2.30 GHz up to 3.20 GHz, 4 MB L3 Cache)",AMD Radeon RX Vega 2,TN,15.6 นิ้ว,15.6 inch (1920x1080) Full HD,60 Hz,ไม่รองรับ,4 GB DDR4,2 Slots,ไม่มี,256 GB SSD PCIe M.2,1 x M.2 PCIe,2x USB 2.0,1x USB 3.2 Type A,1x HDMI,ไม่มี,ไม่มี,ไม่มี,802.11 ac,มี,Bluetooth 5.0,DOS Operating System,640 x 480 resolution,ไม่มี,ไม่มี,Aluminium + Plastic,Black,1.9 kg,2-cell Li ion,Chiclet,ไม่มี,มี,,3 Y.,ไม่มี
1633,Acer Swift 5 SF514-54GT-51RG,"30,990",https://notebookspec.com/notebook/10487-acer-swift-5-sf514-54gt-51rg.html,Acer,Acer Swift 5 SF514-54GT-51RG,Q4 / 2020,"Intel Core i5-1035G1 (1.00 GHz, 6 MB L3 Cache up to 3.60 Ghz)",NVIDIA GeForce MX350 (2GB GDDR5),IPS,14 นิ้ว,14 inch (1920x1080) Full HD,60 Hz,ไม่รองรับ,8 GB DDR4,1 Slots,ไม่มี,512 GB SSD PCIe M.2,1 x M.2 PCIe,1x USB 2.0,1x USB 3.1 Type C,1x HDMI,ไม่มี,ไม่มี,ไม่มี,802.11 ax (Wi-Fi 6),มี,Bluetooth 5.0,Windows 10 Home (64 Bit),HD Camera,ไม่มี,มี,Aluminium + Plastic,White,0.99 kg,3-Cell Li-ion,Chiclet Keyboard,มี,ไม่มี,Microsoft Office Home & Student 2019,3Y. (1Y. On-site + 2Y. Carry-in),ไม่มี
1634,Lenovo IdeaPad 3 15IIL0-81EW00YYTA,"18,100",https://notebookspec.com/notebook/10486-lenovo-ideapad-3-15iil0-81ew00yyta.html,Lenovo,Lenovo IdeaPad 3 15IIL0-81EW00YYTA,Q4 / 2020,"Intel Core i5-1035G1 (1.00 GHz, 6 MB L3 Cache up to 3.60 Ghz)",Intel UHD Graphics G1,IPS,15.6 นิ้ว,15.6 inch (1920x1080) Full HD,60 Hz,ไม่รองรับ,8 GB DDR4,1 Slots,ไม่มี,512 GB SSD PCIe M.2,1 x M.2 PCIe,1x USB 2.0,2x USB 3.2 Type A,1x HDMI,ไม่มี,ไม่มี,ไม่มี,802.11ac,ไม่มี,Bluetooth 5.0,Windows 10 Home (64 Bit),0.3 Megapixels,ไม่มี,ไม่มี,Plastic,Gray,1.6 kg,2-Cell Li-ion,Chiclet Keyboard,ไม่มี,ไม่มี,Microsoft Office Home & Student 2019,2 Y. Carry-in Regional,ไม่มี
1635,Lenovo IdeaPad 3 14IIL05-81WD00LQTA,"19,890",https://notebookspec.com/notebook/10485-lenovo-ideapad-3-14iil05-81wd00lqta.html,Lenovo,Lenovo IdeaPad 3 14IIL05-81WD00LQTA,Q4 / 2020,"Intel Core i5-1035G1 (1.00 GHz, 6 MB L3 Cache up to 3.60 Ghz)",NVIDIA GeForce MX330 (2GB GDDR5),IPS,14 นิ้ว,14 inch (1920x1080) Full HD,60 Hz,ไม่รองรับ,8 GB DDR4,1 Slots,ไม่มี,512 GB SSD PCIe M.2,1 x M.2 PCIe,1x USB 2.0,2x USB 3.1 Type A,1x HDMI,ไม่มี,ไม่มี,ไม่มี,802.11ac,ไม่มี,Bluetooth 5.0,Windows 10 Home (64 Bit),0.3 Megapixels,ไม่มี,ไม่มี,Plastic,Gray,1.6 kg,2-Cell Li-ion,Chiclet Keyboard,ไม่มี,ไม่มี,Microsoft Office Home & Student 2019,1 Y. Carry-in Region,ไม่มี
1636,MSI GL65 Leopard 10SER-634TH,"43,900",https://notebookspec.com/notebook/10484-msi-gl65-leopard-10ser-634th.html,MSI,MSI GL65 Leopard 10SER-634TH,Q4 / 2020,"Intel Core i7-10750H (2.60 GHz, 12 MB L3 Cache, up to 5.00 GHz)",NVIDIA GeForce RTX 2060 (6GB GDDR6),IPS,15.6 นิ้ว,15.6 inch (1920x1080) Full HD,144 Hz,ไม่รองรับ,16 GB DDR4,2 Slots,ไม่มี,512 GB SSD PCIe M.2,1 x M.2 PCIe,3x USB 3.2 Type A,1x USB 3.2 Type C,1x HDMI,2x DisplayPort,ไม่มี,ไม่มี,802.11ax,มี,Bluetooth 5.0,Windows 10 Home (64 Bit),HD,ไม่มี,ไม่มี,Aluminium + Plastic,Black,2.6 kg,6-cell Li ion,Chiclet,มี,มี,,2 Y. Carry-in Regional,ไม่มี
1637,MSI GL75 Leopard 10SFR-445TH,"49,900",https://notebookspec.com/notebook/10483-msi-gl75-leopard-10sfr-445th.html,MSI,MSI GL75 Leopard 10SFR-445TH,Q2 / 2021,"Intel Core i7-10750H (2.60 GHz, 12 MB L3 Cache, up to 5.00 GHz)",NVIDIA GeForce RTX 2070 (8GB GDDR6),IPS,17.3 นิ้ว,17.3 inch (1920x1080) Full HD,144 Hz,ไม่รองรับ,16 GB DDR4,2 Slots,ไม่มี,512 GB SSD PCIe M.2,1 x M.2 PCIe,3x USB 3.2 Type A,1x USB 3.2 Type C,1x HDMI,2x DisplayPort,ไม่มี,ไม่มี,802.11ax,มี,Bluetooth 5.0,Windows 10 Home (64 Bit),HD,ไม่มี,ไม่มี,Aluminium + Plastic,Black,2.6 kg,6-cell Li ion,Chiclet,มี,มี,,2 Y. Carry-in Regional,ไม่มี
1638,DELL Latitude 5410-SNS5410003,"38,990",https://notebookspec.com/notebook/10482-dell-latitude-5410-sns5410003.html,DELL,DELL Latitude 5410-SNS5410003,Q4 / 2020,"Intel Core i5-10210U (1.60 GHz, 6 MB L3 Cache up to 4.20 Ghz)",Intel UHD Graphics 620,IPS,14 นิ้ว,14 inch (1920x1080) Full HD,60 Hz,รองรับ,16 GB DDR4,1 Slots,ไม่มี,512 GB SSD PCIe M.2,1 x M.2 PCIe,3x USB 3.1 Type A,1x USB 3.1 Type C,1x HDMI,1x DisplayPort,ไม่มี,ไม่มี,802.11 ax,มี,Bluetooth 5.0,Windows 10 Pro 64 (64 Bit),HD,ไม่มี,ไม่มี,Aluminum,Grey,1.48 kg,4-Cell,Chiclet,มี,ไม่มี,,3 Year Onsite Service,ไม่มี
1639,DELL Latitude 5410-SNS5410004,"47,990",https://notebookspec.com/notebook/10481-dell-latitude-5410-sns5410004.html,DELL,DELL Latitude 5410-SNS5410004,Q4 / 2020,"Intel Core i7-10610U (1.80 GHz, 8 MB L3 Cache up to 4.90 Ghz)",Intel UHD Graphics 620,IPS,14 นิ้ว,14 inch (1920x1080) Full HD,60 Hz,รองรับ,16 GB DDR4,1 Slots,ไม่มี,512 GB SSD PCIe M.2,1 x M.2 PCIe,3x USB 3.1 Type A,1x USB 3.1 Type C,1x HDMI,1x DisplayPort,ไม่มี,ไม่มี,802.11 ax,มี,Bluetooth 5.0,Windows 10 Pro 64 (64 Bit),HD,ไม่มี,ไม่มี,Aluminum,Grey,1.48 kg,4-Cell,Chiclet,มี,ไม่มี,,3 Year Onsite Service,ไม่มี
1640,DELL Latitude 3410-SNS3410009,"28,990",https://notebookspec.com/notebook/10480-dell-latitude-3410-sns3410009.html,DELL,DELL Latitude 3410-SNS3410009,Q4 / 2020,"Intel Core i5-10210U (1.60 GHz, 6 MB L3 Cache up to 4.20 Ghz)",Intel UHD Graphics 620,IPS,14 นิ้ว,14 inch (1920x1080) Full HD,60 Hz,ไม่รองรับ,8 GB DDR4,1 Slots,ไม่มี,256 GB SSD PCIe M.2,1 x M.2 PCIe,1x USB 2.0,1x USB 3.2 Type C,1x HDMI,1x DisplayPort,ไม่มี,ไม่มี,802.11 ax,ไม่มี,Bluetooth 5.0,Windows 10 Pro 64 (64 Bit),HD,ไม่มี,ไม่มี,Aluminum,Black,1.61 kg,3-Cell,Chiclet,มี,ไม่มี,,3 Year Onsite Service,ไม่มี
1641,DELL Latitude 3410-SNS3410010,"37,990",https://notebookspec.com/notebook/10479-dell-latitude-3410-sns3410010.html,DELL,DELL Latitude 3410-SNS3410010,Q4 / 2020,"Intel Core i7-10510U (1.80 GHz, 8 MB L3 Cache up to 4.80 Ghz)",Intel UHD Graphics 620,IPS,14 นิ้ว,14 inch (1920x1080) Full HD,60 Hz,ไม่รองรับ,16 GB DDR4,1 Slots,1 TB 5400 RPM,256 GB SSD PCIe M.2,1 x M.2 PCIe,1x USB 2.0,1x USB 3.2 Type C,1x HDMI,1x DisplayPort,ไม่มี,ไม่มี,802.11 ax,ไม่มี,Bluetooth 5.0,Windows 10 Pro 64 (64 Bit),HD,ไม่มี,ไม่มี,Aluminum,Black,1.61 kg,3-Cell,Chiclet,มี,ไม่มี,,3 Year Onsite Service,ไม่มี
1642,DELL Latitude 3410-SNS3410011,"39,990",https://notebookspec.com/notebook/10478-dell-latitude-3410-sns3410011.html,DELL,DELL Latitude 3410-SNS3410011,Q4 / 2020,"Intel Core i7-10510U (1.80 GHz, 8 MB L3 Cache up to 4.80 Ghz)",NVIDIA GeForce MX230 (2GB GDDR5),IPS,14 นิ้ว,14 inch (1920x1080) Full HD,60 Hz,ไม่รองรับ,16 GB DDR4,1 Slots,ไม่มี,512 GB SSD PCIe M.2,1 x M.2 PCIe,1x USB 2.0,1x USB 3.2 Type C,1x HDMI,1x DisplayPort,ไม่มี,ไม่มี,802.11 ax,ไม่มี,Bluetooth 5.0,Windows 10 Home (64 Bit),HD,ไม่มี,ไม่มี,Aluminum,Black,1.61 kg,3-Cell,Chiclet,มี,ไม่มี,,3 Year Onsite Service,ไม่มี
1643,DELL Dell Latitude 12 7210-SNS7212001,"64,990",https://notebookspec.com/notebook/10477-dell-dell-latitude-12-7210-sns7212001.html,DELL,DELL Dell Latitude 12 7210-SNS7212001,Q4 / 2020,"Intel Core i7-10610U (1.80 GHz, 8 MB L3 Cache up to 4.90 Ghz)",Intel UHD Graphics 620,IPS,12.3 นิ้ว,12.3 inch (1920 x 1280) Full HD Multitouch Screen,60 Hz,รองรับ,16 GB DDR4,1 Slots,ไม่มี,512 GB SSD PCIe M.2,1 x M.2 PCIe,1x USB 3.2 Type A,2x USB 3.2 Type C,ไม่มี,1x DisplayPort,ไม่มี,มี,802.11 ax,ไม่มี,Bluetooth 5.0,Windows 10 Pro 64 (64 Bit),HD,ไม่มี,ไม่มี,Aluminum,ฺBlack,0.93 kg,2-Cell,Chiclet,มี,ไม่มี,,3 Year Onsite Service,ไม่มี
1644,DELL Latitude 3410-SNS3410008,"27,590",https://notebookspec.com/notebook/10476-dell-latitude-3410-sns3410008.html,DELL,DELL Latitude 3410-SNS3410008,Q4 / 2020,"Intel Core i7-10710U (1.10 GHz, 12 MB L3 Cache up to 4.70 Ghz)",Intel UHD Graphics 620,IPS,14 นิ้ว,14 inch (1920x1080) Full HD,60 Hz,ไม่รองรับ,8 GB DDR4,1 Slots,1 TB 5400 RPM,ไม่มี,1 x M.2 PCIe,1x USB 2.0,1x USB 3.2 Type C,1x HDMI,1x DisplayPort,ไม่มี,ไม่มี,802.11 ax,ไม่มี,Bluetooth 5.0,Ubuntu,HD,ไม่มี,ไม่มี,Aluminum,Black,1.61 kg,3-Cell,Chiclet,มี,ไม่มี,,3 Year Onsite Service,ไม่มี
1645,Acer TravelMate TMP214-52-33SN,"13,590",https://notebookspec.com/notebook/10475-acer-travelmate-tmp214-52-33sn.html,Acer,Acer TravelMate TMP214-52-33SN,Q4 / 2020,"Intel Core i3-10110U (2.10 GHz, 6 MB L3 Cache up to 4.10 Ghz)",Intel UHD Graphics 620,TN,14 นิ้ว,14 inch (1366x768) HD,60 Hz,ไม่รองรับ,4 GB DDR4,2 Slots,1 TB 5400 RPM,ไม่มี,1 x M.2 PCIe,3x USB 3.1 Type A,1x USB 3.1 Type C,1x HDMI,ไม่มี,มี,ไม่มี,802.11 ax,มี,Bluetooth 5.0,Linpus Linux,HD,ไม่มี,ไม่มี,Aluminium + Plastic,Black,1.6 kg,3-Cell,Chiclet,มี,ไม่มี,,2 Y. Carry-in Regional,ไม่มี
1646,Lenovo IdeaPad Gaming 3-82EY006WTA,"26,900",https://notebookspec.com/notebook/10474-lenovo-ideapad-gaming-3-82ey006wta.html,Lenovo,Lenovo IdeaPad Gaming 3-82EY006WTA,Q4 / 2020,"AMD Ryzen 7 4800H (2.90 GHz up to 4.20 GHz, 8 MB L3 Cache)",NVIDIA GeForce GTX 1650 (4GB GDDR6),IPS,15.6 นิ้ว,15.6 inch (1920x1080) Full HD,120 Hz,ไม่รองรับ,8 GB DDR4,2 Slots,ไม่มี,512 GB SSD PCIe M.2,1 x M.2 PCIe,2x USB 3.2 Type A,1x USB 3.2 Type C,1x HDMI,ไม่มี,ไม่มี,ไม่มี,802.11 ac,มี,Bluetooth 5.0,Windows 10 Home (64 Bit),HD Camera,ไม่มี,ไม่มี,Plastic,Onyx Black,2.2 kg,3-Cell,Chiclet Keyboard Blue LED Backlit,มี,มี,,2 Year Onsite Service,ไม่มี
1647,Lenovo Legion 5-82B500FQTA,"32,900",https://notebookspec.com/notebook/10473-lenovo-legion-5-82b500fqta.html,Lenovo,Lenovo Legion 5-82B500FQTA,Q4 / 2020,"AMD Ryzen 7 4800H (2.90 GHz up to 4.20 GHz, 8 MB L3 Cache)",NVIDIA GeForce GTX 1650 Ti (4GB GDDR6),IPS,15.6 นิ้ว,15.6 inch (1920x1080) Full HD,144 Hz,ไม่รองรับ,8 GB DDR4,2 Slots,ไม่มี,512 GB SSD PCIe M.2,1 x M.2 PCIe,4x USB 3.2 Type A,1x USB 3.2 Type C,1x HDMI,ไม่มี,ไม่มี,ไม่มี,802.11 ax (Wi-Fi 6),มี,Bluetooth 5.0,Windows 10 Home (64 Bit),HD Camera,ไม่มี,ไม่มี,Plastic,Phantom Black,2.46 kg,4-Cell Li-Polymer,"4-Zone RGB LED backlight, Thai",มี,มี,,2 Year Onsite Service,ไม่มี
1648,Lenovo Legion 5i-81Y600META,"36,990",https://notebookspec.com/notebook/10472-lenovo-legion-5i-81y600meta.html,Lenovo,Lenovo Legion 5i-81Y600META,Q4 / 2020,"Intel Core i5-10300H (2.50 GHz, 8 MB L3 Cache up to 4.50 Ghz)",NVIDIA GeForce RTX 2060 (6GB GDDR6),IPS,15.6 นิ้ว,15.6 inch (1920x1080) Full HD,144 Hz,ไม่รองรับ,16 GB DDR4,2 Slots,ไม่มี,512 GB SSD PCIe M.2,1 x M.2 PCIe,4x USB 3.2 Type A,1x USB 3.2 Type C,1x HDMI,ไม่มี,ไม่มี,ไม่มี,802.11 ax (Wi-Fi 6),มี,Bluetooth 5.0,Windows 10 Home (64 Bit),HD Camera,ไม่มี,ไม่มี,Plastic,Phantom Black,2.3 kg,4-Cell Li-Polymer,Chiclet Keyboard,มี,มี,,2 Year Onsite Service,ไม่มี
1649,Asus Vivobook 14 S413EA-EB126TS,"26,900",https://notebookspec.com/notebook/10471-asus-vivobook-14-s413ea-eb126ts.html,Asus,Asus Vivobook 14 S413EA-EB126TS,Q4 / 2020,"Intel Core i7-1165G7 (2.80 GHz, 12 MB L3 Cache up to 4.70 Ghz)",Intel Iris Xe Graphics G7,IPS,14 นิ้ว,14 inch (1920x1080) Full HD,60 Hz,ไม่รองรับ,8 GB DDR4 On Board,1 Slots,ไม่มี,512 GB SSD PCIe M.2,1 x M.2 PCIe,2x USB 2.0,1x USB 3.2 Type C,1x HDMI,ไม่มี,ไม่มี,ไม่มี,802.11 ax (Wi-Fi 6),ไม่มี,Bluetooth 5.0,Windows 10 Home (64 Bit),HD Camera,ไม่มี,ไม่มี,Aluminium + Plastic,Indie Black,1.4 kg,3-Cell Li-ion,Chiclet Keyboard,มี,ไม่มี,Microsoft Office Home & Student 2019,2 Y. Carry-in Regional,ไม่มี
1650,Lenovo Yoga C640-81WE00U0TA,"28,900",https://notebookspec.com/notebook/10470-lenovo-yoga-c640-81we00u0ta.html,Lenovo,Lenovo Yoga C640-81WE00U0TA,Q4 / 2020,"Intel Core i5-10210U (1.60 GHz, 6 MB L3 Cache up to 4.20 Ghz)",Intel UHD Graphics 620,IPS,13.3 นิ้ว,13.3 inch (1920x1080) Full HD,60 Hz,รองรับ,8 GB DDR4,1 Slots,ไม่มี,512 GB SSD PCIe M.2,1 x M.2 Combo,2x USB 3.1 Type A,1x USB 3.1 Type C,ไม่มี,ไม่มี,ไม่มี,ไม่มี,802.11ac,ไม่มี,Bluetooth 5.0,Windows 10 Home (64 Bit),HD Camera,ไม่มี,มี,Aluminum,Iron Grey,1.25 kg,4-cell Li-ion,Chiclet Keyboard,มี,ไม่มี,,2 Y. Carry-in Regional,ไม่มี
1651,Lenovo Yoga C640 13IML-81UE007ATA,"28,900",https://notebookspec.com/notebook/10469-lenovo-yoga-c640-13iml-81ue007ata.html,Lenovo,Lenovo Yoga C640 13IML-81UE007ATA,Q4 / 2020,"Intel Core i5-10210U (1.60 GHz, 6 MB L3 Cache up to 4.20 Ghz)",Intel UHD Graphics 620,IPS,13.3 นิ้ว,13.3 inch (1920x1080) Full HD,60 Hz,รองรับ,8 GB DDR4,1 Slots,ไม่มี,512 GB SSD PCIe M.2,1 x M.2 PCIe,2x USB 3.1 Type A,1x USB 3.1 Type C,1x HDMI,ไม่มี,ไม่มี,ไม่มี,802.11ac,ไม่มี,Bluetooth 5.0,Windows 10 Home (64 Bit),HD Camera,ไม่มี,ไม่มี,Plastic,Platinum Grey,1.85 kg,4-Cell,Chiclet Keyboard,ไม่มี,มี,Office Home and Student 2019,3 Year Onsite Service,ไม่มี
1652,Acer TravelMate TMP214-52-74RB,"22,400",https://notebookspec.com/notebook/10468-acer-travelmate-tmp214-52-74rb.html,Acer,Acer TravelMate TMP214-52-74RB,Q4 / 2020,"Intel Core i7-10510U (1.80 GHz, 8 MB L3 Cache up to 4.80 Ghz)",Intel UHD Graphics 620,IPS,14 นิ้ว,14 inch (1366x768) HD,60 Hz,ไม่รองรับ,8 GB DDR4,2 Slots,ไม่มี,256 GB SSD PCIe M.2,1 x M.2 PCIe,3x USB 3.1 Type A,1x USB 3.1 Type C,1x HDMI,ไม่มี,มี,ไม่มี,802.11 ax,มี,Bluetooth 5.0,Linpus Linux,HD,ไม่มี,ไม่มี,Aluminium + Plastic,Black,1.6 kg,3-Cell,Chiclet,มี,ไม่มี,,3 Year Onsite Service,ไม่มี
1653,Lenovo ThinkPad V14 ADA-82C6A00CTA,"9,900",https://notebookspec.com/notebook/10467-lenovo-thinkpad-v14-ada-82c6a00cta.html,Lenovo,Lenovo ThinkPad V14 ADA-82C6A00CTA,Q4 / 2020,"AMD Athlon Gold 3150U (2.60 GHz up to 3.30 GHz, 4 MB L3 Cache)",AMD Radeon RX Vega 3,TN,14 นิ้ว,14 inch (1366x768) HD,60 Hz,ไม่รองรับ,4 GB DDR4,1 Slots,ไม่มี,256 GB SSD PCIe M.2,1 x M.2 PCIe,1x USB 2.0,2x USB 3.1 Type A,1x HDMI,ไม่มี,ไม่มี,ไม่มี,802.11 ac,มี,Bluetooth 5.0,DOS Operating System,HD Camera,ไม่มี,ไม่มี,Aluminium + Plastic,Iron Grey,1.6 kg,2-Cell,Chiclet,ไม่มี,ไม่มี,,1 Year Onsite Service,ไม่มี
1654,Lenovo IdeaPad 5 14IIL05-81YH00KRTA,"23,900",https://notebookspec.com/notebook/10466-lenovo-ideapad-5-14iil05-81yh00krta.html,Lenovo,Lenovo IdeaPad 5 14IIL05-81YH00KRTA,Q1 / 2021,"Intel Core i5-1035G1 (1.00 GHz, 6 MB L3 Cache up to 3.60 Ghz)",NVIDIA GeForce MX350 (2GB GDDR5),IPS,14 นิ้ว,14 inch (1920x1080) Full HD,60 Hz,ไม่รองรับ,8 GB DDR4,1 Slots,ไม่มี,512 GB SSD PCIe M.2,1 x M.2 PCIe,2x USB 3.1 Type A,1x USB 3.1 Type C,1x HDMI,ไม่มี,ไม่มี,ไม่มี,802.11 ax (Wi-Fi 6),ไม่มี,Bluetooth 5.1,Windows 10 Home (64 Bit),HD Camera,ไม่มี,ไม่มี,Aluminium + Plastic,Platinum Grey,1.38 kg,3-Cell Li-ion,Chiclet Keyboard,มี,ไม่มี,Microsoft Office Home & Student 2019,2 Y. Carry-in Regional,ไม่มี
